Age_Days,Employed_Days,Credit_Amount,Loan_Annuity,Child_Count,Score_Source,Client_Gender,Car_Owned,House_Own,Client_Education,Client_Income,Default
13045,4970,336218,2919,1,0.5213909354428055,Male,1,1,Graduate,35312,1
17008,4917,428232,18302,3,0.751320802523151,Male,1,1,Post Graduate,76045,1
18638,2135,473041,14473,0,0.21940772733329444,Female,1,0,Post Graduate,16094,0
7712,7131,348983,17965,1,0.23982120684930436,Female,1,1,Graduate,87994,1
14843,3278,419256,15235,0,0.24701044766797495,Female,1,1,Post Graduate,48513,0
14887,7296,439658,16710,3,0.7117250308298175,Female,0,0,Post Graduate,96736,1
8028,822,118322,15434,2,0.5508166399942205,Male,1,0,Secondary,80446,0
18840,3074,368465,14478,0,0.4582285604644155,Female,0,1,Post Graduate,16572,1
14464,5069,280246,4881,3,0.27393193168321517,Female,0,1,Post Graduate,47068,1
18300,2981,160100,2999,4,0.7125681751441224,Male,0,0,Post Graduate,19081,0
16167,5873,469204,15849,1,0.4247138673856298,Male,0,0,Graduate,97423,1
18957,120,347651,11903,3,0.385726849045267,Female,0,0,Graduate,94872,1
13288,1637,149244,17784,4,0.6566234410874856,Male,1,1,Secondary,37913,0
9804,7205,437932,15700,0,0.5913076248177893,Male,1,1,Post Graduate,97616,1
10267,5460,407395,6445,0,0.45368744926931115,Female,1,0,Graduate,50378,1
21827,5103,335950,3628,4,0.6490412295639116,Male,1,0,Secondary,61896,1
10086,924,180364,19040,4,0.3898550642688827,Female,1,1,Post Graduate,72189,0
8422,644,349045,18004,1,0.7563811831230287,Male,1,0,Secondary,36084,0
11379,2032,460259,1246,0,0.3605232652153577,Male,0,1,Secondary,70681,0
8871,2761,452968,6212,4,0.31118638676741095,Male,1,1,Post Graduate,78569,1
12373,7003,250065,4339,2,0.7477075866492124,Male,1,1,Graduate,32418,1
12404,2068,223688,3368,2,0.6955244214885532,Female,1,0,Post Graduate,52727,1
9443,241,102127,13186,4,0.32784728299125887,Female,1,1,Post Graduate,84860,0
17179,6598,312597,2839,1,0.2813720268829566,Male,1,0,Post Graduate,42232,0
14106,7106,387576,7205,0,0.7868793619406844,Male,0,0,Graduate,76737,0
14657,2668,435016,5395,2,0.7436189375376816,Male,0,0,Post Graduate,92168,0
19624,6446,137362,16290,4,0.4290801615897649,Female,0,0,Graduate,18003,1
19343,5715,323120,4691,4,0.6607381857493566,Male,1,1,Secondary,36471,1
10740,802,164176,8470,3,0.28691213058346754,Female,1,1,Graduate,72468,0
11066,5059,149122,4841,4,0.5549333613333747,Male,1,1,Secondary,64428,1
12944,4164,382548,5348,1,0.21311120444229392,Female,0,0,Secondary,34805,1
17818,5248,394076,18776,2,0.47412131664508883,Female,0,1,Post Graduate,78211,0
21852,195,147170,7060,3,0.25238997502998356,Male,1,1,Graduate,85012,1
10214,2187,389851,16525,2,0.5326030261098178,Female,1,1,Secondary,29259,1
12268,3515,476904,5300,2,0.495177152797026,Male,0,1,Secondary,84048,1
13217,2330,267912,4338,1,0.5110695186466392,Female,0,0,Graduate,50062,0
20884,2359,298178,6487,4,0.23173191143359587,Female,0,0,Graduate,59179,1
19444,4841,285851,4514,1,0.4531314388972827,Male,1,1,Secondary,53858,0
21697,3606,405933,18143,4,0.7295386943699416,Female,0,0,Secondary,76045,1
16087,5784,146516,12280,3,0.4582400613475341,Male,1,0,Graduate,90099,0
21491,276,445233,11307,1,0.7006203668267064,Female,1,0,Graduate,27024,1
8028,60,57957,10915,1,0.4586351065436133,Male,1,1,Secondary,71980,0
8665,3390,157724,12158,0,0.4962676090431305,Female,0,1,Post Graduate,95170,1
11792,1913,448008,9621,1,0.5947244789804862,Female,0,0,Graduate,79283,0
7998,6195,499198,11547,0,0.8654773557649578,Male,0,0,Secondary,61871,0
14486,3927,325381,14485,4,0.2762023126526586,Female,0,0,Secondary,30287,1
21812,6296,363730,3459,4,0.2230396380628216,Male,1,0,Post Graduate,35887,1
21223,5868,331396,6273,4,0.6255700286670316,Male,1,1,Graduate,27802,1
7695,5430,453923,19102,0,0.8643679622498985,Female,1,0,Secondary,83135,0
14700,5933,215278,10457,4,0.8928061927883004,Male,1,1,Post Graduate,19650,0
15382,2591,53543,6423,2,0.5389149731744012,Male,0,0,Graduate,29843,1
11471,566,225207,18692,1,0.5276571347595689,Male,1,1,Post Graduate,64056,0
11660,3935,297541,18434,0,0.6514746395216373,Male,0,0,Secondary,40232,0
9802,1571,154647,6479,4,0.5889443300434789,Male,1,1,Post Graduate,50080,1
17311,4717,85031,16419,2,0.6438616403298827,Male,0,1,Secondary,53527,1
8017,6121,224001,3249,1,0.811799597876526,Female,1,0,Secondary,52297,1
10082,1200,377891,3809,1,0.7224143186413265,Male,1,0,Post Graduate,38268,1
12246,4409,367455,3921,4,0.547814174180757,Male,0,1,Post Graduate,39185,1
19069,2854,286403,5676,2,0.5233051213001187,Female,1,1,Secondary,10346,0
12786,2895,115867,3417,0,0.6477212239591812,Male,0,0,Post Graduate,59268,1
15635,6240,138780,17916,4,0.5189943990942083,Male,1,0,Graduate,53418,1
12280,7024,107196,14463,1,0.5204455458859478,Male,0,0,Graduate,19612,1
18632,1236,123705,9167,1,0.2114141312505534,Female,0,0,Post Graduate,52814,0
14566,6972,370038,2469,1,0.3218448961851159,Female,0,1,Post Graduate,95002,1
11791,136,399784,8292,4,0.5419595479970272,Male,0,1,Graduate,11631,0
14492,1029,326735,7931,3,0.7758574213352583,Male,1,1,Secondary,77535,1
18430,7154,147247,2091,3,0.3951089047089869,Female,0,0,Secondary,67211,1
12888,2156,229965,17363,3,0.5658504031918044,Male,0,0,Graduate,25452,0
14951,2594,50727,1260,2,0.44147345933146254,Female,0,0,Secondary,99189,0
10936,7206,464575,11456,4,0.27336279267771235,Male,0,1,Post Graduate,88105,0
18714,661,93822,14435,1,0.8708089381499104,Male,1,0,Post Graduate,50900,0
8467,2472,415543,10377,2,0.7982717091752112,Female,0,1,Graduate,32482,1
18108,2677,162113,16813,3,0.2549446971268345,Male,1,0,Graduate,45472,0
8362,2308,269606,5301,0,0.7038510837277991,Female,1,1,Graduate,97460,0
9456,86,442575,8207,2,0.4433059330502501,Female,0,1,Graduate,51170,0
15160,2512,454145,17476,2,0.8963948649432547,Male,0,1,Secondary,77313,1
12461,6219,440732,9556,4,0.41167896388028435,Male,0,0,Secondary,90379,1
12605,6614,110091,14795,2,0.36711691175381994,Female,0,0,Secondary,45915,1
18474,6557,204591,7125,4,0.5975233838137837,Female,1,0,Post Graduate,18057,0
13841,6968,460609,2924,0,0.7845883143402428,Male,1,0,Post Graduate,28883,1
18786,2942,477534,7683,1,0.3347632102738586,Male,0,1,Graduate,59838,1
12029,2773,255603,19922,1,0.6965819388035319,Male,0,1,Graduate,70014,1
16648,2504,406336,19660,3,0.2429846081987852,Male,1,0,Secondary,31450,0
14630,5404,229006,14331,3,0.8432543201773481,Female,1,0,Secondary,35505,1
12634,3310,422949,10945,0,0.25675244130310915,Female,0,0,Secondary,71457,1
16224,1700,209912,18294,1,0.8399619634409137,Male,0,0,Graduate,35890,0
11630,3670,430233,1306,3,0.543565074616892,Female,0,1,Secondary,61985,1
15310,2700,139367,5231,2,0.5136637789571439,Male,0,0,Graduate,45013,1
14101,6815,63265,7028,4,0.8813149556502635,Female,0,1,Graduate,43953,1
12146,3629,448640,13207,3,0.8932689243887533,Female,0,1,Post Graduate,12464,1
14031,4590,463841,7658,0,0.6551246881727084,Male,1,1,Post Graduate,84111,1
14541,1647,129622,7336,1,0.28898350429993397,Male,1,0,Graduate,56825,1
8253,6038,210259,14896,0,0.5543190599586417,Male,1,0,Secondary,39566,1
9839,5164,348073,10630,4,0.5704141706689637,Male,1,0,Graduate,11521,0
14356,5520,374036,18256,4,0.5601124996947168,Female,0,0,Graduate,27363,1
18816,3318,201611,2141,0,0.5986442869640067,Female,0,1,Graduate,90938,0
18793,3687,368774,18049,3,0.21310729965607347,Male,1,0,Graduate,96097,1
8842,596,271711,9400,3,0.6978590970293517,Female,0,1,Post Graduate,79146,1
12593,4545,452431,1951,1,0.6986760113670916,Female,0,0,Post Graduate,81236,0
21264,484,220457,10249,1,0.28082884262452157,Male,0,1,Graduate,21462,1
8491,645,181025,13936,2,0.5991676097120605,Male,1,1,Post Graduate,83109,1
13613,6763,137580,15455,2,0.5978528277050422,Male,1,1,Post Graduate,61105,0
21004,3089,389606,5722,1,0.67771529413328,Female,1,0,Secondary,64698,0
18485,5725,163396,13812,2,0.25977838449455676,Male,1,1,Post Graduate,92803,0
14238,4757,409181,5008,0,0.6385523150862674,Male,1,1,Post Graduate,37103,0
9981,4853,145310,11060,3,0.3965263655224388,Female,1,0,Graduate,26507,1
16709,4384,206080,14056,2,0.5549020933473203,Female,1,1,Post Graduate,73101,0
8840,720,361072,7655,2,0.7413264868928537,Female,0,0,Post Graduate,58326,0
13472,4733,264168,18155,0,0.6939521554541093,Female,1,0,Post Graduate,20347,1
18728,6378,139876,14027,4,0.2832321123745954,Male,0,1,Graduate,98331,0
12841,6559,74976,5030,1,0.6138293509812512,Female,0,1,Graduate,16099,1
17878,7081,295014,1521,0,0.878381571658517,Male,1,0,Post Graduate,85104,0
19211,498,437128,2400,4,0.3097386061345016,Male,0,1,Graduate,14406,1
21107,7117,208698,12930,0,0.7970349614077905,Female,0,0,Graduate,38037,1
16880,4729,410400,4723,3,0.6917836563876438,Male,1,0,Secondary,67178,1
17348,1673,412681,7579,0,0.7418023190368317,Male,0,1,Post Graduate,14876,1
8665,6126,240861,19242,0,0.3973708289998518,Female,1,0,Secondary,40871,1
15991,3067,447916,5781,3,0.40152225056588975,Female,0,1,Post Graduate,93913,1
17172,114,159331,13873,1,0.8342136190435416,Female,0,1,Post Graduate,54895,0
16002,2979,244717,19782,4,0.45188242246479104,Male,0,0,Secondary,53760,0
14794,4769,301666,17526,2,0.24411077348496735,Male,0,1,Secondary,56306,1
11612,1736,319670,12043,1,0.6204176925056151,Female,1,1,Post Graduate,85179,0
8624,5353,153863,17375,0,0.28737236832928986,Female,1,1,Secondary,26587,1
16647,3611,482716,18101,2,0.7576173689855357,Female,1,1,Secondary,86554,0
17319,7178,249121,1642,3,0.6492225097507401,Female,0,1,Graduate,14213,1
10441,2253,385510,19932,1,0.8123085536548458,Female,0,1,Post Graduate,20044,0
14719,2294,106096,12885,4,0.7493860748478447,Female,0,0,Graduate,97843,0
10786,3630,188982,8549,1,0.2784795538367373,Female,0,1,Post Graduate,54425,1
9110,6901,383329,14397,1,0.46674947350409557,Male,1,0,Graduate,31376,1
13888,7294,100248,16074,2,0.7421921749402112,Female,0,0,Post Graduate,32590,0
10223,146,255728,14771,3,0.492139031286428,Female,1,1,Graduate,53403,0
12601,6261,445167,1949,3,0.8806558393459847,Female,0,1,Post Graduate,36628,1
17706,3982,129888,17905,1,0.7150183149254143,Female,0,0,Graduate,99421,1
11486,3453,256354,15732,3,0.21084994168322474,Male,1,0,Secondary,12192,0
16205,4507,290346,17738,2,0.8159899840925855,Female,1,1,Post Graduate,31433,0
13277,5783,144533,18866,2,0.2705633494079903,Male,1,0,Secondary,94629,1
19094,2410,91954,10839,4,0.2983666069260601,Male,1,0,Graduate,40617,0
19626,5628,401863,13823,3,0.7141446804277356,Male,0,1,Post Graduate,41682,1
19014,136,189876,19599,4,0.8054779916013362,Female,1,0,Graduate,20250,0
11568,3360,273777,19921,0,0.5754447395296891,Female,1,0,Graduate,42836,0
12048,3005,312739,15690,2,0.40233481306204544,Male,0,1,Secondary,77173,1
12149,3552,341736,7339,1,0.4459208816772229,Male,0,1,Post Graduate,16251,1
16735,18,90643,11956,2,0.4400225307172392,Female,0,1,Graduate,66246,0
11009,2242,304793,4765,0,0.4286746726666586,Male,0,1,Secondary,43006,1
16573,6473,374809,3827,1,0.37003677027515486,Male,1,0,Secondary,96966,0
21271,6055,464039,3058,3,0.6262069662404631,Female,1,0,Secondary,50785,0
13919,6318,318116,12519,3,0.8302837229955471,Female,0,0,Secondary,16464,1
15947,5097,328026,1730,2,0.4149576891583388,Male,1,0,Graduate,77344,0
20416,448,247466,2832,1,0.33068600822298844,Male,1,0,Graduate,20281,1
16386,1948,204841,9600,1,0.7870043664599973,Female,0,1,Graduate,60106,0
16876,945,75020,16618,4,0.7192483316227922,Female,1,0,Post Graduate,55040,0
17450,5473,485964,8170,0,0.8515859220919373,Female,1,0,Post Graduate,18998,0
10372,5618,414765,5179,3,0.31586381492343674,Male,0,1,Secondary,24517,1
13830,4236,397518,7299,2,0.3009759198816141,Female,1,0,Graduate,64282,1
17488,6901,94912,8830,1,0.5790005760134977,Male,1,0,Secondary,52866,1
19777,1920,62879,12439,3,0.6301035583845667,Male,0,1,Graduate,32969,1
7804,2977,83798,5802,2,0.5361214093017126,Female,1,1,Post Graduate,25783,1
8514,4188,157791,7615,3,0.6192766454267129,Female,0,0,Secondary,41107,0
8831,4015,227145,7762,2,0.32626583821254995,Female,0,1,Graduate,55631,1
18932,238,387935,6543,3,0.5357296279148583,Female,0,0,Graduate,13759,1
14876,204,379127,5883,4,0.6606647926577675,Male,0,0,Graduate,24789,1
8123,2607,486221,16739,0,0.5028945144740926,Male,0,1,Secondary,85346,1
8228,5552,183922,1666,3,0.6756131350716186,Male,0,0,Post Graduate,23214,0
12329,4340,209472,1276,0,0.5158338963876877,Male,1,1,Graduate,80657,1
20728,4927,324097,15063,3,0.43351970658959404,Female,0,1,Secondary,39482,1
7433,3388,156410,1881,1,0.41252353296096467,Male,1,0,Graduate,42472,1
9405,2972,175155,3060,4,0.4876314412920116,Female,0,0,Secondary,84536,1
10927,4390,204607,15677,4,0.2161627358775406,Female,0,1,Post Graduate,58187,1
20272,2687,256608,19466,0,0.6679675969122796,Male,0,1,Graduate,41087,0
13616,4951,302712,7702,1,0.7915739486861832,Male,1,1,Secondary,10941,0
9152,6160,393173,10429,2,0.448238966110183,Male,1,1,Graduate,11321,1
12210,4166,54055,16853,4,0.232223195299203,Male,0,0,Secondary,93574,1
20760,5388,350314,1158,1,0.8907429181698903,Male,1,1,Post Graduate,73467,0
11475,1348,279016,16996,1,0.3845887788157469,Female,0,0,Post Graduate,55972,1
18425,4400,288657,6229,0,0.28863478518354113,Female,0,1,Secondary,78604,1
18776,5126,412120,8956,1,0.45882675558111957,Male,1,1,Post Graduate,96658,1
19790,5433,340395,13566,1,0.7169899284434897,Male,0,0,Graduate,49361,0
18303,816,447748,3526,2,0.405741617823396,Male,0,0,Post Graduate,51354,0
12648,5222,185996,8803,0,0.6022922427436415,Male,1,1,Graduate,76327,1
21287,820,98037,7574,0,0.49089199610599954,Male,0,0,Post Graduate,70977,1
16742,192,142115,9733,1,0.28243479459363297,Male,0,0,Post Graduate,57191,0
21270,1776,390070,18522,2,0.43120090874447714,Female,1,0,Graduate,65828,0
21143,3645,120400,8257,3,0.7074093539998467,Female,1,0,Post Graduate,20136,0
19004,4624,149525,4283,4,0.6284027281320119,Male,0,1,Graduate,25747,0
13490,6314,413308,16909,0,0.2838448659184927,Male,0,0,Graduate,76279,0
8556,250,273457,12802,2,0.314325686800016,Female,1,1,Post Graduate,82060,1
10676,1788,274174,8896,2,0.6485133515152117,Male,1,1,Post Graduate,89402,1
12945,6684,191774,19803,1,0.7693907900246082,Male,0,1,Graduate,49342,1
20754,3700,418876,14526,4,0.4446321471707185,Male,1,1,Secondary,75046,1
10786,6122,65385,19140,0,0.6167175262904151,Female,1,0,Post Graduate,91851,0
10884,2463,321480,12278,3,0.3194505121264737,Male,1,1,Post Graduate,55332,0
16888,6937,377565,14242,1,0.4179634358337267,Female,0,1,Secondary,42961,1
19129,5499,474441,19690,0,0.21418914397113684,Male,0,0,Secondary,79810,1
15353,1167,86021,3570,0,0.7377931634596657,Male,0,0,Post Graduate,39838,1
10630,6168,446998,1324,2,0.48070687384107674,Female,0,0,Post Graduate,24332,0
10003,3893,167369,10721,4,0.7712879015577676,Male,0,1,Post Graduate,73001,1
15962,6811,270702,6645,3,0.6958610972159084,Female,1,0,Secondary,46350,0
15420,1096,99111,19329,4,0.7801209860099338,Female,1,1,Post Graduate,90954,1
14414,2679,139402,15404,2,0.39996106870801795,Male,1,1,Secondary,58473,0
20623,1847,169774,5486,3,0.3295761112994917,Female,0,1,Secondary,50897,1
8653,3904,303724,3430,3,0.8803339778561694,Female,0,0,Graduate,21682,1
18275,7260,265657,18229,1,0.7021294509286087,Male,1,1,Secondary,31727,1
18323,504,354863,14156,3,0.7838295875486692,Male,1,1,Graduate,66669,1
12363,1621,277600,1567,0,0.20919336159695362,Male,1,0,Secondary,53775,1
15849,6479,230109,3179,4,0.4481231342071206,Female,1,1,Secondary,66941,0
18511,2472,175695,3019,4,0.7199716834041321,Male,0,0,Graduate,79439,0
14875,2546,184585,16919,1,0.25458798309298836,Male,0,0,Graduate,22115,0
7967,1387,296255,19704,3,0.5971379506982549,Male,1,0,Graduate,60937,0
11768,2994,194407,19030,2,0.5003509372185022,Male,0,0,Graduate,55132,1
20619,6773,225212,4909,0,0.21233155499877512,Female,0,0,Graduate,83498,0
16637,3816,154126,9015,1,0.36518290398361597,Male,0,0,Graduate,72038,1
20959,5318,261445,4420,3,0.39935439234669995,Male,0,1,Graduate,22025,1
14119,717,127658,15885,2,0.2783019624424257,Male,1,0,Secondary,68526,0
19677,3484,215912,17740,3,0.6420758368198622,Male,1,1,Secondary,26907,1
11019,4434,343151,8485,1,0.3696785133763223,Male,0,1,Graduate,78832,1
10045,658,156833,19664,2,0.3943336497335719,Female,1,1,Post Graduate,66108,0
14783,5057,168637,5131,2,0.8287670187401031,Male,0,1,Graduate,30863,0
7839,4008,432865,11652,2,0.5269861648851977,Male,1,0,Post Graduate,15685,0
18271,4524,143220,15379,2,0.4744897028784906,Female,1,1,Secondary,16647,1
12264,4994,76393,15903,3,0.706709726820302,Male,1,0,Secondary,40145,0
19628,4234,107480,16913,2,0.8367296578180385,Female,1,1,Post Graduate,50562,0
12135,3764,429387,10470,3,0.2175254353662107,Female,1,0,Secondary,30767,0
11075,2989,400434,17849,2,0.5137671925887775,Female,1,0,Graduate,15430,0
13342,4637,416407,12540,2,0.6275469492545631,Female,1,1,Post Graduate,13880,1
14402,2104,190179,18871,1,0.42299416868819273,Male,0,0,Post Graduate,75662,1
14612,1255,318137,5597,3,0.7406854054862693,Male,1,0,Secondary,70487,0
12620,6801,143650,5536,3,0.8800339491891918,Female,0,0,Post Graduate,93690,0
20516,2482,284397,17709,4,0.8603991563751983,Female,1,0,Post Graduate,49793,1
13432,383,429739,10957,1,0.38618777756595934,Female,1,1,Post Graduate,67590,0
15191,2607,102066,5162,3,0.3584367949062402,Female,1,1,Secondary,81461,0
18000,193,423994,1303,1,0.8702433717148548,Female,0,1,Post Graduate,62470,1
10079,3807,355086,6067,1,0.5210399412020261,Male,0,1,Post Graduate,77617,1
8224,3719,66138,6024,1,0.3458084061592842,Female,0,0,Graduate,73616,1
18448,2581,168558,8715,0,0.6948978745412927,Male,0,1,Graduate,80823,1
8881,2565,308480,12226,3,0.3990942267326541,Female,0,1,Post Graduate,48671,0
15014,2763,487743,3631,1,0.3870728825497366,Female,1,0,Secondary,15335,1
10624,2798,321334,14412,0,0.8154743301544494,Male,0,0,Post Graduate,78525,1
19977,6328,404403,16037,0,0.31373540736383243,Female,0,1,Secondary,81257,0
13013,5991,128422,12647,2,0.2450750625263655,Male,0,1,Graduate,66230,1
14326,2339,236770,13569,2,0.3884305081201811,Male,1,1,Graduate,92259,0
7555,3406,132315,3369,3,0.6248617889867427,Female,1,0,Post Graduate,12728,0
12104,731,79086,12659,2,0.2861614973822894,Female,1,1,Secondary,93511,0
9138,6259,460538,1528,3,0.5301162705937557,Male,0,0,Secondary,99763,0
17436,2872,175604,11502,0,0.6391359772977239,Male,1,0,Secondary,32167,0
7309,3120,412958,5675,0,0.7941158948152218,Female,0,1,Post Graduate,45929,0
10171,4780,169324,19047,3,0.3609087138415781,Male,1,0,Secondary,85036,1
16289,4177,266682,3341,2,0.7721424263679526,Female,1,0,Graduate,83711,1
14709,6977,441065,14919,2,0.364434382791867,Female,1,1,Secondary,47397,1
14718,6476,53435,15730,3,0.6737365788677483,Female,1,0,Secondary,72248,0
20464,2604,413649,16256,4,0.5014715000377186,Male,1,0,Post Graduate,57536,0
12424,2382,365475,5905,2,0.28027686966506915,Female,0,0,Post Graduate,82437,0
8315,531,210014,16539,1,0.6999844239752941,Male,0,1,Post Graduate,86426,0
17316,6079,240707,16255,2,0.35243383298431247,Male,1,0,Post Graduate,86851,1
19961,4316,472275,9884,4,0.323636398217214,Female,0,0,Post Graduate,90962,1
18628,634,238629,10143,0,0.45082605001256826,Male,1,0,Secondary,41316,1
9493,1769,425601,6950,0,0.6573031713316384,Male,1,1,Secondary,45065,0
15715,3804,364533,2360,0,0.3637975351534395,Male,1,1,Post Graduate,90775,1
20850,2370,365158,6127,2,0.32856307714732,Male,1,1,Post Graduate,90286,1
21812,5970,476042,15252,0,0.20696753799935505,Male,1,1,Secondary,33674,0
21390,2,342441,9730,4,0.5301501679712065,Female,1,1,Post Graduate,89049,1
20440,5813,93890,4925,4,0.5000518985206279,Female,1,1,Graduate,36085,0
14749,205,333466,9463,2,0.3637074205461634,Male,0,1,Secondary,48086,1
11458,5951,85739,18412,1,0.23755651480678353,Female,0,0,Graduate,73493,0
20828,4135,452935,2242,2,0.5004791122170859,Female,1,0,Secondary,63186,1
11225,6202,129553,9784,0,0.7517435777501418,Female,0,1,Secondary,58248,1
14270,7094,58314,10797,2,0.7006974919290239,Male,1,1,Secondary,36156,0
14238,2621,143831,7406,4,0.8025564229021191,Male,0,1,Secondary,95353,0
12084,4739,387308,14965,2,0.20670788139920895,Female,0,0,Secondary,80169,1
21072,5626,419802,14733,2,0.8764935217632188,Female,1,0,Secondary,13876,0
11300,6003,389172,18824,1,0.43898857683921383,Female,1,0,Secondary,81444,0
8933,2890,348257,4626,4,0.8932784572643753,Male,0,0,Post Graduate,65282,1
17644,3193,167174,11074,3,0.37683362242124224,Male,1,1,Post Graduate,81963,0
14566,2666,196429,17568,3,0.5300754713047713,Female,0,0,Post Graduate,55777,1
16002,6239,279937,9031,4,0.44774937360271255,Male,1,0,Graduate,58119,1
7684,3306,70365,4188,3,0.44903250049601184,Male,0,0,Secondary,77359,1
7704,897,351173,3945,0,0.7895974691237511,Male,0,1,Post Graduate,25641,1
15475,1085,313881,7765,3,0.7224932578161372,Female,0,1,Post Graduate,86432,1
20105,1279,443186,19858,0,0.8945060046610336,Male,1,1,Post Graduate,68295,1
20063,6704,255704,11807,4,0.6294602779022588,Male,0,0,Secondary,88451,1
9300,7048,135474,11204,3,0.5242796230761518,Female,1,0,Secondary,95340,0
18248,6491,390362,10352,3,0.2630517040628238,Female,1,0,Graduate,29411,1
17160,670,305678,5599,0,0.8975929936596998,Female,1,1,Graduate,13101,0
13289,7291,208571,5313,0,0.586071457052598,Male,1,1,Secondary,38536,1
8760,1505,291099,3218,2,0.6903342287830992,Male,1,0,Graduate,13588,0
14490,6460,291474,14786,1,0.48471967103391794,Male,0,0,Post Graduate,24709,1
14440,3575,178692,18536,3,0.5834009957254651,Male,1,1,Graduate,95765,1
10936,4814,288502,1056,1,0.859804412325021,Male,1,0,Post Graduate,97657,0
18216,5167,227229,13533,1,0.31649360655212194,Male,0,0,Graduate,87245,0
12109,1955,499463,1143,3,0.4046608090311782,Female,0,0,Post Graduate,11417,1
11478,5255,440555,8218,0,0.3064418094446226,Male,1,1,Graduate,30293,1
20756,249,222106,9559,2,0.7545511326633423,Male,1,1,Graduate,63897,0
14545,6457,50294,1615,4,0.2434316822952807,Female,1,1,Secondary,54649,1
13900,1892,336740,9062,3,0.25714215489593684,Female,0,1,Secondary,45540,1
13297,3439,148185,12520,3,0.4089458789511581,Male,1,1,Post Graduate,72251,0
9348,1853,323578,6977,4,0.5599317266447079,Male,1,1,Secondary,65427,1
19638,2854,108382,12419,1,0.4843923603917106,Female,0,1,Post Graduate,70172,0
12080,1503,350242,10780,2,0.2313714174695651,Male,0,1,Secondary,45017,1
8016,3385,54655,11681,1,0.870244090509666,Female,0,1,Secondary,30242,1
15239,3571,133029,7984,4,0.8670086642506585,Female,1,0,Post Graduate,73429,1
12865,3792,358372,5971,4,0.3955494262685319,Male,1,0,Graduate,78285,0
11844,3426,53771,1944,2,0.7120679306880071,Female,1,0,Post Graduate,94525,1
12276,6628,386243,10114,4,0.6050027879682567,Male,0,0,Post Graduate,18770,1
20075,5330,170811,8078,4,0.36623368650393684,Female,0,1,Post Graduate,11136,0
17315,43,374401,19130,2,0.3835200862191308,Female,1,0,Secondary,21602,0
17573,3612,329702,13312,3,0.5438072220173154,Female,0,0,Secondary,20466,1
10719,2618,370580,6783,1,0.4934658590481521,Male,0,0,Secondary,20413,1
21730,4678,157779,10751,3,0.40386052976188497,Male,0,1,Post Graduate,56075,1
14539,3163,174891,7907,3,0.7652581174136042,Male,0,0,Graduate,11157,1
17066,1288,304797,18473,1,0.5370240423461694,Male,1,0,Graduate,17452,0
21789,2942,304472,3957,3,0.6583936436723894,Male,1,0,Post Graduate,87586,0
7549,219,82376,19996,2,0.3324914501175128,Male,0,1,Post Graduate,36225,1
16165,1925,127924,7047,1,0.5734553637615407,Female,0,0,Graduate,50043,1
20025,2972,79332,7249,0,0.42258323461263503,Female,0,1,Secondary,24478,0
17657,3513,443145,17347,3,0.5684895272764148,Male,0,1,Post Graduate,97333,0
8070,2448,96737,4759,4,0.7465780833876496,Male,0,0,Graduate,47140,1
19454,3471,443056,5263,1,0.7382392470638832,Male,1,1,Graduate,15611,1
11663,2774,139031,11281,0,0.4479544746239932,Female,0,1,Graduate,93506,1
17476,990,233024,2902,4,0.6859939819557473,Male,1,0,Secondary,40166,0
8377,2946,333135,3567,0,0.8589029652759939,Male,1,1,Graduate,28707,1
15727,1812,77472,11190,3,0.6379685309474346,Male,0,0,Graduate,10233,0
15880,4953,109946,9075,4,0.303887086367846,Female,1,0,Graduate,68609,1
18529,803,470065,3994,3,0.6757960404953666,Female,0,0,Post Graduate,50684,0
15201,489,313685,6229,4,0.2734330704445179,Female,0,1,Post Graduate,75567,1
12158,3556,179237,3010,1,0.810477286155119,Female,0,0,Post Graduate,38014,1
17340,5876,52765,8377,2,0.5616623470613582,Male,1,0,Graduate,18951,1
13844,1493,355218,14036,2,0.46959851541810566,Male,1,0,Graduate,78739,1
12019,3645,414939,18214,0,0.23990461625478468,Male,1,1,Secondary,77330,1
10114,7081,210355,1048,4,0.46654861421447674,Female,0,0,Graduate,72831,0
10674,2891,151387,5210,3,0.8322446675410526,Male,1,1,Secondary,76297,1
18770,1705,301116,18562,1,0.21468809740041223,Female,1,1,Graduate,38936,1
8552,3516,443985,15838,1,0.5322537104472634,Male,1,0,Secondary,73702,1
14296,3340,198878,17038,1,0.8518106637774356,Male,0,1,Post Graduate,25574,1
19473,6410,315116,8878,2,0.47638869983551474,Male,1,0,Graduate,14071,1
11973,53,199328,17454,3,0.4997229812235053,Male,0,1,Secondary,87631,1
17614,2575,416047,16347,1,0.6049920386393839,Female,1,0,Post Graduate,31009,1
11830,3591,199725,8879,1,0.5240561335040284,Female,1,0,Post Graduate,38631,1
17642,615,153579,19161,0,0.3180211838662867,Female,1,1,Graduate,32362,1
20351,5178,89339,14254,4,0.2129888773489023,Male,0,0,Secondary,40700,1
14181,5944,468973,8380,4,0.6268681605850912,Female,0,0,Secondary,57105,1
14249,7207,415520,3228,4,0.8445646109054685,Male,1,1,Secondary,41232,0
16821,954,354543,10814,0,0.27445489311901594,Male,1,1,Post Graduate,51775,1
13541,2433,356157,9888,2,0.34766690347692736,Male,0,1,Secondary,63711,1
15317,1629,457922,7391,0,0.4591606400774815,Male,0,1,Post Graduate,27854,0
